"","score","text"
"415",-2,"RT @HTPunjab: #SAD will hold protests to expose anti-Punjab face of #Kejriwal: #Cheema || @htTweets || https://t.co/63bxtxetDu https://t.co…"
"416",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"417",-2,"RT @HTPunjab: #SAD will hold protests to expose anti-Punjab face of #Kejriwal: #Cheema || @htTweets || https://t.co/63bxtxetDu https://t.co…"
"418",-2,"#SAD will hold protests to expose anti-Punjab face of #Kejriwal: #Cheema || @htTweets || https://t.co/63bxtxetDu https://t.co/lnaEcigzkk"
"419",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"420",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"421",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"422",-2,"RT @DrAmol27: Shoe thrown at #Delhi CM,Only a publicity-crazy coward can attack #Kejriwal via @firstpost https://t.co/shgDgqmBK9"
"423",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"424",-1,"RT @WoCharLog: Your son insults you at family reunion. You brother blames the neighbour. You are #Kejriwal"
"425",-1,"@ArvindKejriwal sab golmal hai ji sab golmal hai yeh tho #kejriwal publiecity stunt hai"
"426",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"427",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"428",0,"RT @dr_amitpandey: <U+0905><U+0917><U+0930> #AamAadamParty #Kejriwal <U+091C><U+0940> <U+0915><U+094B> <U+0906><U+091C> <U+0924><U+0915> <U+092A><U+0921><U+093C><U+0947> <U+0938><U+092D><U+0940> <U+091C><U+0942><U+0924><U+094B><U+0902> <U+0915><U+094B> <U+0907><U+0915><U+091F><U+094D><U+0920><U+093E> <U+0915><U+0930> <U+092C><U+0947><U+091A> <U+0926><U+0947>, <U+0924><U+094B> <U+0939><U+0930> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+0915><U+0947> <U+0916><U+093E><U+0924><U+0947> <U+092E><U+0947><U+0902> 15 <U+0932><U+093E><U+0916> <U+0930><U+0941><U+092A><U+090F> <U+0921><U+093E><U+0932><U+0947>…"
"429",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"430",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"431",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"432",1,"#aaptards #aapor Women's bible site:#Kejriwal's AAP Partys #begining was good &amp; endll be so https://t.co/Js0DDcBttS https://t.co/1TK3FIbpMi"
"433",0,"<U+0905><U+0917><U+0930> #AamAadamParty #Kejriwal <U+091C><U+0940> <U+0915><U+094B> <U+0906><U+091C> <U+0924><U+0915> <U+092A><U+0921><U+093C><U+0947> <U+0938><U+092D><U+0940> <U+091C><U+0942><U+0924><U+094B><U+0902> <U+0915><U+094B> <U+0907><U+0915><U+091F><U+094D><U+0920><U+093E> <U+0915><U+0930> <U+092C><U+0947><U+091A> <U+0926><U+0947>, <U+0924><U+094B> <U+0939><U+0930> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+0915><U+0947> <U+0916><U+093E><U+0924><U+0947> <U+092E><U+0947><U+0902> 15 <U+0932><U+093E><U+0916> <U+0930><U+0941><U+092A><U+090F> <U+0921><U+093E><U+0932><U+0947> <U+091C><U+093E> <U+0938><U+0915><U+0924><U+0947> <U+0939><U+0948><U+0902><U+0964> #OddEven"
"434",-4,"RT @GenNextIndian: Y will hypocrites #FakeHindu #Gandhis &amp; #Kejriwal upset Muslims? Y bother if Muslims raped Hindu Dalit girl.
@mvmeet
htt…"
"435",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"436",0,"@manishbothra15 now they use air way #kejriwal #snapdealisLIEkideal"
"437",-2,"Will #Punjab fall into trap laid by #nautanki  #Kejriwal #KejriShoeAttack #KejriOnBail https://t.co/Wn68Cr7sHO"
"438",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"439",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"440",0,"#Kejriwal some trouble? No! policies should be clear https://t.co/DA0zYZENrd"
"441",1,"RT @india_samvad: Sena claims #AAP MLA recommended 'Assembly Pass' for youth who hurled shoe at #Kejriwal https://t.co/LuWp52JSlt"
"442",1,"RT @india_samvad: Sena claims #AAP MLA recommended 'Assembly Pass' for youth who hurled shoe at #Kejriwal https://t.co/LuWp52JSlt"
"443",-1,"<U+0905><U+092A><U+0928><U+0947> <U+090A><U+092A><U+0930> <U+092B><U+0947><U+0902><U+0915><U+0947> <U+0917><U+090F> <U+091C><U+0942><U+0924><U+0947> <U+092A><U+0930> <U+092A><U+0930><U+0947><U+0936><U+093E><U+0928> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932>!
https://t.co/Lfnf5ncMw9 #kejriwal #shoe #upset https://t.co/wv6HkNzMCl"
"444",0,"What happens when you elect an idiot...

Delhi govt mulling #OddEven  scheme for 15 days every month: #Kejriwal 
https://t.co/2JVVjg6CJ9"
"445",1,"#WakeUpIndia #naklipatrakar made a zero #KanhaiyaKumar into celeb just like #Presstitutes created #Kejriwal   https://t.co/gdfkJ6Sa5g"
"446",-1,"RT @NeelabhToons: Condemning #Kejriwal shoe attack... blame game already started so in a lighter note.. https://t.co/GGeXPmIMg9"
"447",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"448",-1,"Officer #shields Arvind #Kejriwal from shoe attack https://t.co/pjygcDBDyo https://t.co/1DcV9dw3aR"
"449",0,"RT @justnlawless: Shoe thrown at #Kejriwal?? Check it, it must belong to Mr CM himself.
@sgjial @iDeepakKapoor @DipendraDipzo @Jorebungley"
"450",0,"<U+0925><U+092A><U+094D><U+092A><U+0921><U+093C> <U+0939><U+094B> <U+0917><U+092F><U+093E>, <U+0938><U+094D><U+092F><U+093E><U+0939><U+0940> <U+0939><U+094B> <U+0917><U+092F><U+0940>, <U+091C><U+0942><U+0924><U+093E> <U+0939><U+094B> <U+0917><U+092F><U+093E> #Kejriwal <U+091C><U+0940> <U+090F><U+0915> <U+0932><U+093F><U+0938><U+094D><U+091F> <U+092C><U+0928><U+093E><U+0932><U+094B> <U+0914><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0916><U+093E><U+0928><U+093E> <U+092C><U+093E><U+0915><U+0940> <U+0930><U+0939> <U+0917><U+092F><U+093E> <U+0939><U+0948><U+0964> #KejriShoeAttack"
"451",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"452",0,"RT @the_sashiks: Never seen anyone hitting the target, whenever a shoe is hurled to any politicians.

#CheapTrick #Kejriwal"
"453",1,"RT @india_samvad: Sena claims #AAP MLA recommended 'Assembly Pass' for youth who hurled shoe at #Kejriwal https://t.co/LuWp52JSlt"
"454",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"455",-1,"#India Man hurls shoe at #Kejriwal, misses target https://t.co/lS0c4F3BEo"
"456",-1,"RT @WoCharLog: Your son insults you at family reunion. You brother blames the neighbour. You are #Kejriwal"
"457",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"458",-2,"@PMOAdani is this the hatred for the  3.37 lakh souls that failed your beacon of hope. #Kejriwal"
"459",1,"Sena claims #AAP MLA recommended 'Assembly Pass' for youth who hurled shoe at #Kejriwal https://t.co/LuWp52JSlt"
"460",0,"RT @PublicTopic: #BreakingNews <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+092B><U+0947><U+0902><U+0915><U+093E> <U+0917><U+092F><U+093E> <U+091C><U+0942><U+0924><U+093E> Video
https://t.co/ZGJmP5Z0h0 #KejriShoeAttack #ArvindShoeAttack #Kejriwal https:…"
"461",0,"RT @HanzalaOfficial: <U+0915><U+0947><U+091C><U+0930><U+0935><U+093E><U+0932> <U+092D><U+0940> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+091A><U+0930><U+092E><U+092A><U+0902><U+0925><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+091B><U+094B><U+0921><U+093C><U+093E> <U+0964> <U+0938><U+0930><U+0947><U+0906><U+092E> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093E><U+0930> <U+0926><U+093F><U+092F><U+093E>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
#India
#Kejriwal 
#RSS
#BJP https://t.co/iZ4Xp2Ku…"
"462",0,"#BreakingNews <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+092B><U+0947><U+0902><U+0915><U+093E> <U+0917><U+092F><U+093E> <U+091C><U+0942><U+0924><U+093E> Video
https://t.co/ZGJmP5Z0h0 #KejriShoeAttack #ArvindShoeAttack #Kejriwal https://t.co/C4yZY1B16k"
"463",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"464",0,"RT @thepowrhouse: IIT has already said in its study that #oddeven is of no use but idiot #kejriwal thinks he is doing a favor by introducin…"
"465",0,"#Delhi #May #Get #Odd-Even For #15 #Days #Every #Month, Says #Arvind #Kejriwal https://t.co/rxLcsLtYuS"
"466",-4,"RT @mandeepjhajhria: Whatsaap Killed SMS
Youtube Killed DVD
Skype Killed ISD Calls
Facebook Killed Real Life

 #RahulGandhi and #Kejriwal K…"
"467",0,"Shoe hurled at #Kejriwal by Aam Aadmi Sena member https://t.co/YuWvD037O6"
"468",-1,"#KejriShoeAttack #inkattack
I fail 2 understand, why every thing happens to #Kejriwal 
#ArvindKejriwal kuch toh naya kar"
"469",0,"RT @VikashMishra19: #JanNayakModi Aap supporter attacks bos #Kejriwal but @aajtak &amp; @IndiaToday pained more than kejri.Why every time shoe…"
"470",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"471",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"472",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"473",0,"RT @thepowrhouse: IIT has already said in its study that #oddeven is of no use but idiot #kejriwal thinks he is doing a favor by introducin…"
"474",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"475",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"476",0,"Man who hurled shoe at #Kejriwal arrested. We now await whether #BJP or #AAP offers him MLA seat!!! #ShoeOfJealousy @ArvindKejriwal"
"477",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"478",-4,"RT @mandeepjhajhria: Whatsaap Killed SMS
Youtube Killed DVD
Skype Killed ISD Calls
Facebook Killed Real Life

 #RahulGandhi and #Kejriwal K…"
"479",0,"RT @justnlawless: Shoe thrown at #Kejriwal?? Check it, it must belong to Mr CM himself.
@sgjial @iDeepakKapoor @DipendraDipzo @Jorebungley"
"480",0,"RT @pnavadgi: Will not be surprised if sandal throwing person was one of his own! #Kejriwal #KejriShoeAttack #Delhi"
"481",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"482",0,"Shoe thrown at #Kejriwal as government announces #OddEven part two 

#ShoeAttack 

https://t.co/LCSxQMnDSV https://t.co/yu6H1kBX7x"
"483",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"484",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"485",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"486",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"487",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"488",0,"Didnt get the point of throwing shoe..what he have done wrong..not heard any curruption charges nor any serious case ..why?? ..#kejriwal"
"489",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"490",0,"RT @HanzalaOfficial: <U+0915><U+0947><U+091C><U+0930><U+0935><U+093E><U+0932> <U+092D><U+0940> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+091A><U+0930><U+092E><U+092A><U+0902><U+0925><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+091B><U+094B><U+0921><U+093C><U+093E> <U+0964> <U+0938><U+0930><U+0947><U+0906><U+092E> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093E><U+0930> <U+0926><U+093F><U+092F><U+093E>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
#India
#Kejriwal 
#RSS
#BJP https://t.co/iZ4Xp2Ku…"
"491",0,"RT @HanzalaOfficial: <U+0915><U+0947><U+091C><U+0930><U+0935><U+093E><U+0932> <U+092D><U+0940> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+091A><U+0930><U+092E><U+092A><U+0902><U+0925><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+091B><U+094B><U+0921><U+093C><U+093E> <U+0964> <U+0938><U+0930><U+0947><U+0906><U+092E> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093E><U+0930> <U+0926><U+093F><U+092F><U+093E>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
#India
#Kejriwal 
#RSS
#BJP https://t.co/iZ4Xp2Ku…"
"492",0,"RT @HanzalaOfficial: <U+0915><U+0947><U+091C><U+0930><U+0935><U+093E><U+0932> <U+092D><U+0940> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+091A><U+0930><U+092E><U+092A><U+0902><U+0925><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+091B><U+094B><U+0921><U+093C><U+093E> <U+0964> <U+0938><U+0930><U+0947><U+0906><U+092E> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093E><U+0930> <U+0926><U+093F><U+092F><U+093E>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
#India
#Kejriwal 
#RSS
#BJP https://t.co/iZ4Xp2Ku…"
"493",0,"RT @HanzalaOfficial: <U+0915><U+0947><U+091C><U+0930><U+0935><U+093E><U+0932> <U+092D><U+0940> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+091A><U+0930><U+092E><U+092A><U+0902><U+0925><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+091B><U+094B><U+0921><U+093C><U+093E> <U+0964> <U+0938><U+0930><U+0947><U+0906><U+092E> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093E><U+0930> <U+0926><U+093F><U+092F><U+093E>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
#India
#Kejriwal 
#RSS
#BJP https://t.co/iZ4Xp2Ku…"
"494",0,"RT @HanzalaOfficial: <U+0915><U+0947><U+091C><U+0930><U+0935><U+093E><U+0932> <U+092D><U+0940> <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+091A><U+0930><U+092E><U+092A><U+0902><U+0925><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+091B><U+094B><U+0921><U+093C><U+093E> <U+0964> <U+0938><U+0930><U+0947><U+0906><U+092E> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093E><U+0930> <U+0926><U+093F><U+092F><U+093E>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
#India
#Kejriwal 
#RSS
#BJP https://t.co/iZ4Xp2Ku…"
